run_name,checkpoint_step,dataset_name,split_label,embedding_key,N,D,mean_norm,erank,erank_over_d,ev1,ev5,ev10,ev20,cond_1_med,cos_mean,cos_std,cos_std_expected_sphere,cos_frac_abs_gt_0.2,cos_frac_abs_gt_0.3,cos_frac_abs_gt_0.4,num_pairs_used,artifact_path,checkpoint_path,scale,objective,init
geometry-fixedcompute-10k-infonce-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,0.3086153566837311,68.16435504953272,0.5325340238244743,0.0351138827579353,0.1455482008377906,0.2536523079236523,0.4177138409635444,5.005498422554173,0.0029717138968408,0.1195655390620231,0.0883883476483184,0.0791300013661384,0.0281000006943941,0.0116649996489286,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-infonce-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260421_105703__geometry-fixedcompute-10k-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,infonce,random
geometry-fixedcompute-100k-infonce-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,0.6737862229347229,61.053228687790174,0.4769783491233607,0.0459198059533336,0.1701353088221146,0.28396097285827504,0.4534671823256072,7.588849964085891,-0.0001472944131819,0.1274911314249038,0.0883883476483184,0.0904000028967857,0.0363049991428852,0.0155649995431303,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-infonce-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260420_145205__geometry-fixedcompute-100k-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,infonce,random
geometry-fixedcompute-1m-infonce-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,0.7095703482627869,59.36532801690289,0.4637916251320538,0.04847795022117401,0.1777976318476522,0.2905972069296959,0.462516626870538,8.252327612577167,-0.0001644816366024,0.1288317590951919,0.0883883476483184,0.0923300012946128,0.0369249992072582,0.0162000004202127,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-infonce-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260422_101607__geometry-fixedcompute-1m-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,infonce,random
geometry-fixedcompute-10k-vicreg-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.7217257022857666,47.10921073726946,0.3680407088849177,0.0530216299999182,0.2171581488757273,0.3581416713861095,0.5498919269010576,11.796386983544519,0.0005575751420110001,0.1510192304849624,0.0883883476483184,0.1286650002002716,0.0541899986565113,0.0268900003284215,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-vicreg-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260422_023125__geometry-fixedcompute-10k-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,vicreg,random
geometry-fixedcompute-100k-vicreg-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.1427624225616455,43.93836215295783,0.34326845431998304,0.055721357660499,0.22733441102830998,0.3784399736253603,0.5762617279073554,12.774514119194508,0.0007159317610785,0.1597862839698791,0.0883883476483184,0.132884994149208,0.0643749982118606,0.034155000001192,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-vicreg-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260421_041119__geometry-fixedcompute-100k-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,vicreg,random
geometry-fixedcompute-1m-vicreg-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.175847053527832,44.38456764097063,0.346754434695083,0.0567719045958187,0.2237539520799744,0.37431832809991394,0.5721898013852736,12.888335223536394,0.0006682752864435,0.1596483737230301,0.0883883476483184,0.1343249976634979,0.064130000770092,0.0342000015079975,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-vicreg-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260422_225927__geometry-fixedcompute-1m-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,vicreg,random
geometry-fixedcompute-10k-lejepa-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.7942523956298828,86.71572689714193,0.6774666163839214,0.0317615051275617,0.130644097709265,0.2213752960150762,0.3591747382708918,5.203156017786918,6.86038110870868e-05,0.1077334508299827,0.0883883476483184,0.0586000010371208,0.0228400006890296,0.0091350004076957,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-lejepa-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260421_184610__geometry-fixedcompute-10k-lejepa-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,lejepa,random
geometry-fixedcompute-100k-lejepa-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.9270187616348269,87.35679742227356,0.6824749798615123,0.0337250164575545,0.1295740629228337,0.21852102550910196,0.353083063820231,5.456778067838441,6.051767195458524e-05,0.1076036468148231,0.0883883476483184,0.0588399991393089,0.0230849999934434,0.0088900001719594,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-lejepa-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260420_212507__geometry-fixedcompute-100k-lejepa-random-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,lejepa,random
geometry-fixedcompute-1m-lejepa-random-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.9100631475448608,91.62917793381187,0.7158529526079054,0.0288094015853208,0.1182697394311338,0.20584253779068,0.3389258550155868,4.501991886397326,-0.0001542646932648,0.1048402413725853,0.0883883476483184,0.0552299991250038,0.0212699994444847,0.0081399995833635,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-lejepa-random-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260422_163700__geometry-fixedcompute-1m-lejepa-random-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,lejepa,random
geometry-fixedcompute-10k-infonce-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,0.3476225733757019,63.416251172990506,0.4954394622889884,0.0463495918749937,0.1709653059587517,0.2715445015212947,0.4311142493719093,7.0344571689329305,0.0037081635091453,0.1162545382976532,0.0883883476483184,0.0724650025367736,0.025365000590682002,0.0108500001952052,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-infonce-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260418_042402__geometry-fixedcompute-10k-infonce-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,infonce,imagenet
geometry-fixedcompute-100k-infonce-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,0.8481988310813904,37.07169256132619,0.2896225981353608,0.1122473709280601,0.2311706377717725,0.3530488127304516,0.5346834162827221,22.673236083975212,0.000136118804221,0.1367415636777877,0.0883883476483184,0.1137199997901916,0.0410000011324882,0.0174449998885393,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-infonce-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260417_172251__geometry-fixedcompute-100k-infonce-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,infonce,imagenet
geometry-fixedcompute-1m-infonce-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,0.9989932179450988,49.486046773488454,0.3866097404178785,0.0489117801323467,0.1896773778963326,0.3311636735264718,0.5323828617976238,10.466478236648976,0.0003742994449567,0.1430255770683288,0.0883883476483184,0.1297499984502792,0.0461499989032745,0.0193399991840124,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-infonce-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260418_173550__geometry-fixedcompute-1m-infonce-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,infonce,imagenet
geometry-fixedcompute-10k-vicreg-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.5610860586166382,36.99947614807793,0.2890584074068588,0.083207736751152,0.2728902384045338,0.4171857083261581,0.6059134312686641,23.738308573989617,0.0025163232348859,0.220966175198555,0.0883883476483184,0.3412350118160248,0.1672350019216537,0.0740050002932548,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-vicreg-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260418_131622__geometry-fixedcompute-10k-vicreg-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,vicreg,imagenet
geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.3794121742248535,30.306647927430767,0.2367706869330529,0.0913055992217346,0.3083642893365506,0.4795708407215578,0.6750226309229486,38.843239706494224,0.0014449105365201,0.1969653069972992,0.0883883476483184,0.2487899959087371,0.1020150035619735,0.0519400015473365,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-vicreg-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260418_003703__geometry-fixedcompute-100k-vicreg-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,vicreg,imagenet
geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.4224880933761597,33.66982017797974,0.2630454701404667,0.0991484004848199,0.280129234119539,0.4371794070606671,0.6226850711259193,31.02206056953253,0.0022609976585954,0.1744999587535858,0.0883883476483184,0.1762499958276748,0.0750150009989738,0.0397000014781951,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-vicreg-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260419_003347__geometry-fixedcompute-1m-vicreg-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,vicreg,imagenet
geometry-fixedcompute-10k-lejepa-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,1.0200480222702026,77.80965414524732,0.6078879230097447,0.0255677586659777,0.1107166583923109,0.20422414870399103,0.3616646886085314,3.3846456125097104,-0.0001843648933572,0.1121420040726661,0.0883883476483184,0.0581349991261959,0.026130000129342006,0.013489999808371,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-lejepa-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260418_085726__geometry-fixedcompute-10k-lejepa-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,lejepa,imagenet
geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,0.7092894911766052,76.79753705758255,0.5999807582623636,0.0293769399789873,0.12309935919441901,0.2198067374431756,0.3718997716350815,3.7407540093776603,-0.0003828798944596,0.1137540563941001,0.0883883476483184,0.0651199966669082,0.0286699999123811,0.0127199999988079,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-lejepa-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260417_205629__geometry-fixedcompute-100k-lejepa-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,lejepa,imagenet
geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,50000,subset6_minus_7_test,test,proj,421730,128,0.7199947834014893,76.28473148988391,0.595974464764718,0.0296522528482486,0.1256270557762857,0.2221459010448812,0.3749111676054139,3.9170949552023457,-0.00032517864019599997,0.1138094142079353,0.0883883476483184,0.0657949969172477,0.0284950006753206,0.0126099996268749,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-lejepa-imagenet-50ksteps__step_0050000__subset6_minus_7_test__test.pt,/workspace/runs/20260418_210453__geometry-fixedcompute-1m-lejepa-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,lejepa,imagenet
geometry-fixedcompute-10k-infonce-random-50ksteps,50000,subset7_eval,eval,proj,134969,128,0.451209157705307,48.813622539754924,0.3813564260918353,0.0775076555376078,0.2079324228806423,0.3242647266760023,0.5003055281942311,14.514792630597965,0.0062820557504892,0.1395907551050186,0.0883883476483184,0.1153549998998642,0.0429299995303154,0.0189800001680851,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-infonce-random-50ksteps__step_0050000__subset7_eval__eval.pt,/workspace/runs/20260421_105703__geometry-fixedcompute-10k-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,infonce,random
geometry-fixedcompute-100k-infonce-random-50ksteps,50000,subset7_eval,eval,proj,134969,128,1.0678764581680298,45.29623248848868,0.3538768163163177,0.0680618973001955,0.2298644826771486,0.3638374798650761,0.547390062016416,15.38238302344217,0.0005060125258751,0.1491796970367431,0.0883883476483184,0.12995000183582303,0.052250001579522996,0.0247499998658895,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-infonce-random-50ksteps__step_0050000__subset7_eval__eval.pt,/workspace/runs/20260420_145205__geometry-fixedcompute-100k-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,infonce,random
geometry-fixedcompute-1m-infonce-random-50ksteps,50000,subset7_eval,eval,proj,134969,128,1.1762487888336182,40.94723393388479,0.3199002651084749,0.0798959286945129,0.2491972847846978,0.3878086785174833,0.5694399690021182,18.257760136884407,0.0009571019909344,0.1523444205522537,0.0883883476483184,0.1381299942731857,0.0545849986374378,0.0259499996900558,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-infonce-random-50ksteps__step_0050000__subset7_eval__eval.pt,/workspace/runs/20260422_101607__geometry-fixedcompute-1m-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,infonce,random
geometry-fixedcompute-10k-vicreg-random-50ksteps,50000,subset7_eval,eval,proj,134969,128,2.336200714111328,30.430883700567627,0.2377412789106845,0.1114421864393346,0.3046857352910549,0.453251283735347,0.6412547607718835,37.73659028806221,0.0018093574326485,0.1680767387151718,0.0883883476483184,0.1578399986028671,0.0662050023674964,0.0348200015723705,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-vicreg-random-50ksteps__step_0050000__subset7_eval__eval.pt,/workspace/runs/20260422_023125__geometry-fixedcompute-10k-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,vicreg,random
geometry-fixedcompute-100k-vicreg-random-50ksteps,50000,subset7_eval,eval,proj,134969,128,1.5968152284622192,26.243467922116128,0.2050270931415322,0.1330150170513519,0.332486802732878,0.4783019499291107,0.662903822852632,44.222934918072966,0.0016991754528135,0.17840999364852897,0.0883883476483184,0.1633200049400329,0.0745600014925003,0.0421999990940094,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-vicreg-random-50ksteps__step_0050000__subset7_eval__eval.pt,/workspace/runs/20260421_041119__geometry-fixedcompute-100k-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,vicreg,random
geometry-fixedcompute-1m-vicreg-random-50ksteps,50000,subset7_eval,eval,proj,134969,128,1.6129670143127441,26.74133305092688,0.2089166644603662,0.1319598553808131,0.3267088628152635,0.473513436746955,0.6563749562743552,42.44169956085892,0.0019609276205301,0.1770525276660919,0.0883883476483184,0.1575199961662292,0.0730850026011467,0.0417549982666969,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-vicreg-random-50ksteps__step_0050000__subset7_eval__eval.pt,/workspace/runs/20260422_225927__geometry-fixedcompute-1m-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,vicreg,random
geometry-fixedcompute-10k-lejepa-random-50ksteps,50000,subset7_eval,eval,proj,134969,128,2.2739553451538086,65.37484543589703,0.5107409799679454,0.0497656050696581,0.1783158557628153,0.2860964415770688,0.4417397844159612,9.412254474082733,0.0002219221496488,0.1256080418825149,0.0883883476483184,0.0832049995660781,0.0343549996614456,0.0156100001186132,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-lejepa-random-50ksteps__step_0050000__subset7_eval__eval.pt,/workspace/runs/20260421_184610__geometry-fixedcompute-10k-lejepa-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,lejepa,random
